D82       SOD-123        D_SOD-123                        -262.0010    93.3450   90.0000  bottom
D83       SOD-123        D_SOD-123                        -261.9692    -1.9367   90.0000  bottom
D84       SOD-123        D_SOD-123                        -271.5260    74.2950   90.0000  bottom
D85       SOD-123        D_SOD-123                        -276.2250    55.2450   90.0000  bottom
D86       SOD-123        D_SOD-123                        -269.1130    36.1950   90.0000  bottom
D87       SOD-123        D_SOD-123                        -281.0510    93.3450   90.0000  bottom
D88       SOD-123        D_SOD-123                        -281.0827    17.1133   90.0000  bottom
D89       SOD-123        D_SOD-123                        -281.0192    -1.9367   90.0000  bottom
D90       SOD-123        D_SOD-123                        -300.1010    93.3450   90.0000  bottom
D91       SOD-123        D_SOD-123                        -300.1010    74.2950   90.0000  bottom
D92       SOD-123        D_SOD-123                        -300.1010    55.2450   90.0000  bottom
D93       SOD-123        D_SOD-123                        -300.1010    36.1950   90.0000  bottom
D94       SOD-123        D_SOD-123                        -300.1010    17.0180   90.0000  bottom
D95       SOD-123        D_SOD-123                        -299.9423    -1.9367   90.0000  bottom
F1        500mA          Fuse_1206_3216Metric             -319.1510    91.5670   90.0000  bottom
R1        33k            R_0805_2012Metric                -327.2790    91.8210  180.0000  bottom
R2        22             R_0805_2012Metric                -322.6753    92.1702   90.0000  bottom
R3        22             R_0805_2012Metric                -324.6120    92.1702   90.0000  bottom
R4        10k            R_0805_2012Metric                -319.0240    38.7350    0.0000  bottom
R5        10k            R_0805_2012Metric                -320.5163    69.5643    0.0000  bottom
R6        500            R_0805_2012Metric                -321.6910    87.3760  270.0000  bottom
R7        5.1k           R_0805_2012Metric                -325.1200    99.8220  270.0000  bottom
R8        5.1k           R_0805_2012Metric                -328.1680   100.7110  180.0000  bottom
SW1       SW_Push        SKQG-1155865                     -325.3740    40.6400    0.0000  bottom
U1        ATmega32U4-AU  TQFP-44_10x10mm_P0.8mm           -325.7233    77.8192  270.0000  bottom
Y1        16MHz          Crystal_SMD_3225-4Pin_3.2x2.5mm  -338.4232    66.2622   90.0000  bottom
## End
